season,week,celebrity_name,p_mean,p_sd,p_ci_low,p_ci_high,rel_unc
2,8,Stacy Keibler,0.036911897,0.0056146826,0.029005473,0.04347588,0.39202556
2,1,Jerry Rice,0.0072097825,0.0006852452,0.006275909,0.008117459,0.25542375
2,2,Jerry Rice,0.009750529,0.00210515,0.007385769,0.012489922,0.5234745
2,3,Jerry Rice,7.1298295e-05,9.393065e-06,5.7168356e-05,8.581719e-05,0.40181658
2,4,Jerry Rice,0.1326468,0.012521371,0.118271,0.14951146,0.23551609
2,5,Jerry Rice,0.56506455,0.032909393,0.5230343,0.62418824,0.17901312
2,6,Jerry Rice,0.47195393,0.048469074,0.40401947,0.5272811,0.261173
2,7,Jerry Rice,0.6654602,0.03138222,0.62859225,0.70844364,0.11999423
2,8,Jerry Rice,0.81411684,0.027355632,0.7781116,0.84595233,0.08333049
2,1,Giselle Fernandez,0.011523702,0.0013063936,0.009885096,0.013436551,0.308187
2,2,Giselle Fernandez,0.008699507,0.001680467,0.006494559,0.010397576,0.44864804
2,3,Giselle Fernandez,3.6823031e-09,5.093033e-10,2.9705955e-09,4.23117e-09,0.3422402
2,1,Master P,0.92402434,0.00743924,0.91438067,0.9351015,0.02242456
2,2,Master P,0.9313404,0.013379997,0.91503996,0.9453888,0.03258619
2,3,Master P,0.9996202,3.6665806e-05,0.99956745,0.9996705,0.00010309559
2,4,Master P,0.10539926,0.01123022,0.09102958,0.1211324,0.28560758
2,1,Drew Lachey,0.008454699,0.001123321,0.0071499124,0.010247464,0.36637044
2,2,Drew Lachey,0.008132606,0.0011012681,0.0065144063,0.009259007,0.33748108
2,3,Drew Lachey,6.4516404e-05,1.09358325e-05,4.592827e-05,7.739343e-05,0.48770788
2,4,Drew Lachey,0.11455725,0.016102172,0.100112885,0.1440957,0.38393745
2,5,Drew Lachey,0.14109673,0.010274868,0.13027763,0.1588328,0.2023801
2,6,Drew Lachey,0.17047699,0.028058417,0.1451909,0.21377982,0.4023354
2,7,Drew Lachey,0.16236293,0.024519375,0.12183947,0.18555036,0.392398
2,8,Drew Lachey,0.14897126,0.02227121,0.124068685,0.17894208,0.3683489
2,1,Kenny Mayne,6.214167e-05,1.8456078e-05,4.415851e-05,9.313106e-05,0.788079
3,1,Harry Hamlin,0.10573937,0.008677908,0.09613382,0.11916646,0.21782467
3,2,Harry Hamlin,0.07740621,0.0076946993,0.06920845,0.090100214,0.26989776
3,3,Harry Hamlin,0.123237446,0.012878088,0.10637724,0.14111614,0.28188595
3,1,Vivica A. Fox,0.08726074,0.0119005265,0.06908941,0.100736275,0.36267012
3,2,Vivica A. Fox,0.107998,0.0057070446,0.10258256,0.11842449,0.14668727
3,3,Vivica A. Fox,0.083120055,0.008524045,0.0714605,0.09355869,0.2658587
3,4,Vivica A. Fox,0.12343403,0.008160422,0.11592293,0.13494964,0.15414478
3,1,Monique Coleman,0.09125516,0.008644893,0.07809249,0.10118151,0.253016
3,2,Monique Coleman,0.09605839,0.007619148,0.08432044,0.10564227,0.22196734
3,3,Monique Coleman,0.10351269,0.014218497,0.08262477,0.12618156,0.42078695
3,4,Monique Coleman,0.15058404,0.01599633,0.13043913,0.1695136,0.2594861
3,5,Monique Coleman,0.12516227,0.013180114,0.11062126,0.14766854,0.295994
3,6,Monique Coleman,0.18985179,0.021236405,0.16036317,0.21781032,0.30258945
3,7,Monique Coleman,0.2533067,0.022564486,0.22522184,0.28705126,0.24408917
3,8,Monique Coleman,0.2078945,0.012143445,0.1906776,0.22632897,0.1714878
3,1,Joey Lawrence,0.07551404,0.009204669,0.06147335,0.0896315,0.37288624
3,2,Joey Lawrence,0.087499216,0.008031737,0.07887104,0.097112834,0.2084795
3,3,Joey Lawrence,0.1318828,0.009109352,0.117517084,0.1426217,0.19035546
3,4,Joey Lawrence,0.11502502,0.0066496166,0.10714847,0.12543318,0.15896288
3,5,Joey Lawrence,0.1123559,0.0074124425,0.09918473,0.119674064,0.182361
3,6,Joey Lawrence,0.19524868,0.0070815627,0.18712056,0.20417348,0.08733948
3,7,Joey Lawrence,0.16031982,0.008250867,0.14554761,0.16805129,0.14036739
3,8,Joey Lawrence,0.2177769,0.028648725,0.18381903,0.25689232,0.33554202
3,9,Joey Lawrence,0.25179622,0.025707271,0.21057437,0.28874326,0.31044504
3,1,Mario Lopez,0.077164344,0.01074236,0.06684925,0.09458315,0.3594135
3,2,Mario Lopez,0.11729023,0.011841922,0.10833833,0.13787639,0.2518373
3,3,Mario Lopez,0.07583575,0.00869454,0.06300876,0.088179275,0.3319083
3,4,Mario Lopez,0.10593477,0.0054976745,0.09628309,0.112161905,0.14989235
3,5,Mario Lopez,0.14311998,0.007059721,0.12920462,0.14849246,0.13476692
3,6,Mario Lopez,0.24386373,0.026996925,0.2059843,0.27419597,0.27971226
3,7,Mario Lopez,0.19592746,0.015510992,0.17220002,0.21515714,0.21925008
3,8,Mario Lopez,0.1856652,0.032946736,0.1519688,0.24114336,0.4802976
3,9,Mario Lopez,0.47670534,0.035575055,0.44108817,0.5347402,0.19645686
3,10,Mario Lopez,0.4605717,0.012573908,0.44175473,0.4774323,0.07746369
3,1,Emmitt Smith,0.093697034,0.009764249,0.08126997,0.10489463,0.25213882
3,2,Emmitt Smith,0.13763022,0.019444015,0.10874267,0.16309802,0.3949376
3,3,Emmitt Smith,0.15841398,0.026214523,0.12544687,0.20070288,0.47505912
3,4,Emmitt Smith,0.11826758,0.00781272,0.10725625,0.12924983,0.18596455
3,5,Emmitt Smith,0.16014487,0.01251978,0.14248796,0.17765512,0.21959591
3,6,Emmitt Smith,0.2057065,0.028181579,0.16531783,0.23733874,0.35011485
3,7,Emmitt Smith,0.16943543,0.02773144,0.13243198,0.20330054,0.4182629
3,8,Emmitt Smith,0.3886634,0.051447004,0.3209543,0.45526695,0.34557578
3,9,Emmitt Smith,0.2714984,0.048416074,0.20785984,0.33490396,0.46793684
3,10,Emmitt Smith,0.53942835,0.012573894,0.5225677,0.55824524,0.06613956
3,1,Shanna Moakler,0.09683075,0.009775142,0.083647616,0.10752767,0.24661647
3,2,Shanna Moakler,0.07815255,0.0135965,0.061422765,0.096846804,0.45326784
3,1,Willa Ford,0.09484707,0.008719105,0.08571831,0.10555944,0.20919073
3,2,Willa Ford,0.08785771,0.01021095,0.07467545,0.10157927,0.3062204
3,3,Willa Ford,0.11405915,0.009110036,0.10140952,0.12961012,0.24724543
3,4,Willa Ford,0.14426063,0.005936245,0.13591675,0.15412614,0.12622559
3,5,Willa Ford,0.18479711,0.024809184,0.1519255,0.21818963,0.3585777
3,1,Sara Evans,0.09554236,0.0061309757,0.085452475,0.100725554,0.15985663
3,2,Sara Evans,0.113162056,0.005780448,0.103754796,0.12011937,0.14461185
3,3,Sara Evans,0.105327144,0.009421584,0.089533225,0.11399992,0.23229238
3,4,Sara Evans,0.08444321,0.0079030935,0.075176634,0.09598722,0.24644479
3,5,Sara Evans,0.13633971,0.013524985,0.121288784,0.15404733,0.24027146
3,1,Jerry Springer,0.10757338,0.014038208,0.094916925,0.13260601,0.35035703
3,2,Jerry Springer,0.096945375,0.0065154484,0.08676048,0.102999456,0.16750641
3,3,Jerry Springer,0.104611024,0.012946848,0.088322304,0.122776,0.32935053
3,4,Jerry Springer,0.15805072,0.014926811,0.13547468,0.17451677,0.24702251
3,5,Jerry Springer,0.13808016,0.013826638,0.119503014,0.15297963,0.24244332
3,6,Jerry Springer,0.1653293,0.010131306,0.15341732,0.18100643,0.1668737
3,7,Jerry Springer,0.22101063,0.015335251,0.2002418,0.2409582,0.18422823
3,1,Tucker Carlson,0.0745758,0.004319329,0.06741396,0.08000581,0.16884628
4,1,John Ratzenberger,0.06385706,0.0093949875,0.053237807,0.07720636,0.3753469
4,2,John Ratzenberger,0.07417525,0.009735622,0.061050743,0.08686754,0.34805137
4,3,John Ratzenberger,0.07364642,0.012156927,0.058944505,0.08970866,0.41772783
4,4,John Ratzenberger,0.12588246,0.010729718,0.116033636,0.14400643,0.2222136
4,5,John Ratzenberger,0.10059205,0.016567761,0.08500484,0.12790246,0.42645147
4,6,John Ratzenberger,0.119779654,0.012098699,0.10514864,0.13712102,0.26692662
4,7,John Ratzenberger,0.13423966,0.02460384,0.10891638,0.16998728,0.4549393
4,1,Ian Ziering,0.07397745,0.012809201,0.056132015,0.09244908,0.49092072
4,2,Ian Ziering,0.08475001,0.0088429535,0.0786948,0.10152645,0.26939994
4,3,Ian Ziering,0.0794947,0.006566118,0.06918346,0.08731108,0.22803558
4,4,Ian Ziering,0.12924065,0.013143653,0.10932396,0.15003055,0.3149674
4,5,Ian Ziering,0.1288766,0.01147613,0.11368279,0.14730935,0.26092058
4,6,Ian Ziering,0.088243395,0.013645895,0.07106677,0.10985949,0.43961048
4,7,Ian Ziering,0.19490004,0.018623454,0.17326267,0.21662456,0.22248271
4,8,Ian Ziering,0.18003158,0.017865311,0.15690246,0.2075145,0.28112864
4,9,Ian Ziering,0.22370273,0.020867867,0.19519271,0.24674526,0.23045114
4,1,Clyde Drexler,0.07959007,0.0067344173,0.07051561,0.08752252,0.21368133
4,2,Clyde Drexler,0.07365548,0.004969761,0.06644409,0.081021085,0.1979078
4,3,Clyde Drexler,0.12563144,0.016316697,0.11151586,0.1500876,0.307023
4,4,Clyde Drexler,0.10059174,0.01056912,0.089289226,0.12012145,0.3065085
4,5,Clyde Drexler,0.114107,0.011661395,0.09642126,0.12737651,0.2712827
4,1,Laila Ali,0.101796396,0.015836898,0.08197505,0.12648515,0.43724635
4,2,Laila Ali,0.0890135,0.008170955,0.07924268,0.10029873,0.23654902
4,3,Laila Ali,0.115602076,0.007895064,0.10172738,0.12283381,0.1825783
4,4,Laila Ali,0.1057292,0.0069002756,0.09588711,0.11460593,0.17704497
4,5,Laila Ali,0.09478621,0.01164217,0.075487345,0.10621597,0.32418874
4,6,Laila Ali,0.1551132,0.01067119,0.13915043,0.16992673,0.19841191
4,7,Laila Ali,0.19950858,0.026127478,0.16966051,0.2370206,0.33763003
4,8,Laila Ali,0.25158688,0.024711207,0.22008665,0.28536126,0.25945157
4,9,Laila Ali,0.24834806,0.026823148,0.2130626,0.28570667,0.2925091
4,10,Laila Ali,0.3601176,0.01610373,0.3393588,0.38718593,0.13280973
4,1,Apolo Anton Ohno,0.104582496,0.01257725,0.09177499,0.12351288,0.30347225
4,2,Apolo Anton Ohno,0.096711114,0.0077468506,0.08778739,0.10900857,0.21942858
4,3,Apolo Anton Ohno,0.10641061,0.010868654,0.09544788,0.120027214,0.23098573
4,4,Apolo Anton Ohno,0.13713756,0.0075089457,0.12704496,0.148929,0.15957728
4,5,Apolo Anton Ohno,0.118964784,0.008126081,0.11034117,0.13339028,0.19374733
4,6,Apolo Anton Ohno,0.15477353,0.0269576,0.11701549,0.19010064,0.47220704
4,7,Apolo Anton Ohno,0.15060166,0.021510422,0.12643564,0.18181548,0.36772397
4,8,Apolo Anton Ohno,0.1538787,0.019167285,0.13549967,0.18408568,0.31574225
4,9,Apolo Anton Ohno,0.23429076,0.023577739,0.19850928,0.26684716,0.29167983
4,10,Apolo Anton Ohno,0.31377476,0.03451889,0.27196643,0.3709438,0.31544086
4,1,Shandi Finnessey,0.07606754,0.005482823,0.067042,0.08358133,0.21742952
4,2,Shandi Finnessey,0.10853666,0.011593956,0.096037194,0.12617107,0.27763775
4,3,Shandi Finnessey,0.09171284,0.0045240875,0.08477812,0.09760039,0.1398089
4,1,Paulina Porizkova,0.08981731,0.006623007,0.08078699,0.09989516,0.21274485
4,2,Paulina Porizkova,0.08298229,0.013027909,0.068513304,0.10661536,0.45915887
4,1,Heather Mills,0.08254452,0.00541314,0.07486745,0.08835193,0.16336006
4,2,Heather Mills,0.10848112,0.008262715,0.09833253,0.12138949,0.21254355
4,3,Heather Mills,0.104572006,0.0145253735,0.08620266,0.12608719,0.38140735
4,4,Heather Mills,0.08060835,0.012957811,0.06748439,0.10154687,0.42256755
4,5,Heather Mills,0.084645286,0.023190646,0.05616903,0.12093956,0.76519954
4,6,Heather Mills,0.115031436,0.009124885,0.10611259,0.13003832,0.20799296
4,1,Billy Ray Cyrus,0.12050441,0.009964356,0.10085876,0.12731856,0.21957536
4,2,Billy Ray Cyrus,0.09153543,0.010183854,0.07740003,0.10161638,0.26455718
4,3,Billy Ray Cyrus,0.06947357,0.007888339,0.060816016,0.08331759,0.32388684
4,4,Billy Ray Cyrus,0.08040129,0.009566944,0.06711086,0.09224769,0.31264213
4,5,Billy Ray Cyrus,0.10293624,0.012126647,0.08831851,0.11966512,0.30452454
4,6,Billy Ray Cyrus,0.14985979,0.03131691,0.11628582,0.19203396,0.5054601
4,7,Billy Ray Cyrus,0.17344779,0.024810122,0.14411911,0.20346758,0.34216905
4,8,Billy Ray Cyrus,0.20349067,0.021098519,0.17092863,0.22552192,0.26828402
4,1,Joey Fatone,0.11876085,0.011979919,0.104660615,0.13623536,0.26586828
4,2,Joey Fatone,0.12968408,0.02601278,0.09684055,0.16902484,0.5566164
4,3,Joey Fatone,0.13811001,0.02196546,0.097760566,0.15722547,0.4305619
4,4,Joey Fatone,0.14927822,0.0154222,0.12409791,0.16504633,0.2743094
4,5,Joey Fatone,0.25509185,0.07001098,0.16924208,0.3453621,0.69041806
4,6,Joey Fatone,0.21719903,0.028965356,0.18044184,0.26394722,0.38446477
4,7,Joey Fatone,0.14730233,0.013952934,0.13013631,0.16873816,0.26205862
4,8,Joey Fatone,0.21101215,0.010372262,0.19793896,0.22460221,0.1263588
4,9,Joey Fatone,0.29365847,0.036331236,0.24299781,0.35416517,0.37856004
4,10,Joey Fatone,0.32610762,0.024008252,0.2845717,0.34990788,0.20035155
4,1,Leeza Gibbons,0.0885019,0.0068092546,0.08034251,0.099234454,0.21346372
4,2,Leeza Gibbons,0.060475025,0.010472401,0.04826779,0.077411786,0.4819179
4,3,Leeza Gibbons,0.09534635,0.010533065,0.082683586,0.11111971,0.2982403
4,4,Leeza Gibbons,0.09113054,0.00868948,0.077272214,0.101445414,0.26525906
5,1,Cameron Mathison,0.085289866,0.0033100036,0.07989492,0.089558765,0.113305874
5,2,Cameron Mathison,0.06492285,0.004547947,0.05852398,0.069976024,0.17639469
5,3,Cameron Mathison,0.089455664,0.005693026,0.083260976,0.099476695,0.18127102
5,4,Cameron Mathison,0.09174484,0.008921986,0.080100715,0.1066169,0.289021
5,5,Cameron Mathison,0.1590307,0.020256832,0.13603541,0.19170593,0.35006142
5,6,Cameron Mathison,0.14833513,0.014128853,0.12882942,0.16483688,0.24274401
5,7,Cameron Mathison,0.14703673,0.0135102905,0.124455586,0.1608915,0.24780147
5,8,Cameron Mathison,0.13701503,0.009769686,0.12673579,0.15406805,0.19948368
5,1,Jane Seymour,0.10665107,0.011624742,0.09092735,0.119867444,0.2713531
5,2,Jane Seymour,0.09202777,0.007258171,0.08378686,0.10476557,0.22796066
5,3,Jane Seymour,0.10380803,0.011495193,0.08928436,0.11859609,0.2823648
5,4,Jane Seymour,0.108673826,0.008830284,0.09841279,0.122278,0.21960402
5,5,Jane Seymour,0.09581291,0.008703624,0.08403752,0.10607721,0.23002839
5,6,Jane Seymour,0.12443173,0.010996555,0.11294957,0.13848415,0.20520954
5,7,Jane Seymour,0.1566804,0.011253191,0.14028448,0.1700016,0.18966709
5,1,Sabrina Bryan,0.0857097,0.015854364,0.07081263,0.114482924,0.50951403
5,2,Sabrina Bryan,0.09980072,0.0074644615,0.09113778,0.11241997,0.21324684
5,3,Sabrina Bryan,0.07482803,0.0047782543,0.06839752,0.08178105,0.17885718
5,4,Sabrina Bryan,0.14791963,0.028697079,0.11751794,0.19033594,0.49228087
5,5,Sabrina Bryan,0.10933138,0.013834444,0.08719366,0.1256303,0.35156095
5,6,Sabrina Bryan,0.12625518,0.029670678,0.0986004,0.16584125,0.5325789
5,1,Jennie Garth,0.06901371,0.0063871033,0.063038215,0.07989866,0.24430579
5,2,Jennie Garth,0.09209059,0.0060876925,0.08110869,0.09709665,0.17361125
5,3,Jennie Garth,0.09212352,0.016523879,0.06826423,0.113599665,0.49211574
5,4,Jennie Garth,0.08298886,0.011623001,0.0654626,0.095915765,0.3669549
5,5,Jennie Garth,0.12127812,0.012056265,0.10161326,0.13640247,0.2868548
5,6,Jennie Garth,0.15210396,0.018251555,0.13010582,0.17452618,0.29203948
5,7,Jennie Garth,0.16154031,0.011273266,0.1501272,0.1799848,0.18483059
5,8,Jennie Garth,0.1637235,0.0060052373,0.15582988,0.170071,0.0869828
5,9,Jennie Garth,0.20776227,0.011511972,0.19030263,0.22606719,0.17214175
5,1,Floyd Mayweather Jr. ,0.11657522,0.012187067,0.098444216,0.13272484,0.2940644
5,2,Floyd Mayweather Jr. ,0.0969706,0.012475252,0.08253705,0.115367696,0.3385629
5,3,Floyd Mayweather Jr. ,0.061360124,0.0071541728,0.05473213,0.07395647,0.31330344
5,4,Floyd Mayweather Jr. ,0.09960672,0.0043788473,0.094261184,0.107052304,0.12841623
5,1,Josie Maran,0.058084335,0.011169931,0.044927213,0.07446952,0.5086106
5,1,Albert Reed,0.07449609,0.0101778,0.06356265,0.090323925,0.35923064
5,2,Albert Reed,0.08613627,0.0053144214,0.07871083,0.09385002,0.17575854
5,1,Helio Castroneves,0.08723415,0.011773082,0.07659176,0.10546222,0.3309537
5,2,Helio Castroneves,0.08769946,0.011229951,0.06995877,0.10250474,0.371108
5,3,Helio Castroneves,0.08738668,0.009201637,0.074143596,0.097704954,0.26962185
5,4,Helio Castroneves,0.1259973,0.0107455095,0.11389408,0.14374566,0.23692235
5,5,Helio Castroneves,0.09547325,0.013927899,0.079918504,0.11650147,0.38317505
5,6,Helio Castroneves,0.20250128,0.047020562,0.14824657,0.26085752,0.55609995
5,7,Helio Castroneves,0.18612225,0.013359526,0.16588087,0.20647432,0.21810098
5,8,Helio Castroneves,0.22137436,0.01626726,0.2050373,0.24715884,0.19027291
5,9,Helio Castroneves,0.24807723,0.019516941,0.22768982,0.27816164,0.20345208
5,10,Helio Castroneves,0.3427265,0.028884284,0.3018441,0.37828705,0.22304362
5,1,Mel B,0.07794362,0.011395085,0.06333928,0.094625965,0.4014015
5,2,Mel B,0.10017345,0.0065521207,0.092156336,0.11041767,0.18229716
5,3,Mel B,0.1068959,0.0077829678,0.09623553,0.117772155,0.2014729
5,4,Mel B,0.098539904,0.017864633,0.07844438,0.12507753,0.47324133
5,5,Mel B,0.12648606,0.018920826,0.105593115,0.15094711,0.3585691
5,6,Mel B,0.13604276,0.0138782505,0.118254125,0.15813977,0.29318458
5,7,Mel B,0.19766043,0.027594442,0.16373403,0.22980449,0.3342624
5,8,Mel B,0.27592367,0.011393629,0.25845093,0.29226828,0.12256053
5,9,Mel B,0.2581245,0.010631022,0.24560545,0.271497,0.100306466
5,10,Mel B,0.32474482,0.021035947,0.2991622,0.35976443,0.18661489
5,1,Wayne Newton,0.058124747,0.0100324415,0.044024065,0.07306907,0.49970123
5,2,Wayne Newton,0.12823759,0.023826472,0.09963793,0.16772063,0.5309106
5,3,Wayne Newton,0.121952325,0.006889876,0.11368176,0.13423331,0.16852117
5,1,Marie Osmond,0.108507186,0.021501498,0.084879585,0.13903493,0.49909452
5,2,Marie Osmond,0.063241854,0.0117425155,0.048183337,0.0776826,0.4664516
5,3,Marie Osmond,0.111839294,0.007910582,0.09979461,0.12444123,0.2203753
5,4,Marie Osmond,0.099500075,0.012372751,0.07951116,0.113855176,0.34516576
5,5,Marie Osmond,0.13822645,0.01137306,0.12433512,0.15564999,0.22654761
5,6,Marie Osmond,0.110329956,0.011722245,0.093062386,0.12599987,0.29853615
5,7,Marie Osmond,0.15095988,0.01404761,0.13166508,0.17279357,0.27244648
5,8,Marie Osmond,0.20196341,0.020592853,0.1683437,0.22373307,0.2742545
5,9,Marie Osmond,0.286036,0.015067881,0.26179472,0.30174434,0.13966642
5,10,Marie Osmond,0.3325287,0.025684213,0.29587057,0.3683006,0.21781582
5,1,Mark Cuban,0.0723703,0.00924517,0.061834875,0.083180055,0.29494393
5,2,Mark Cuban,0.088698864,0.010418864,0.07059106,0.10134272,0.34669733
5,3,Mark Cuban,0.15035042,0.018250618,0.123086676,0.17531459,0.3473746
5,4,Mark Cuban,0.14502889,0.013542761,0.12479482,0.16123492,0.25126097
5,5,Mark Cuban,0.15436111,0.010383114,0.14148442,0.16742301,0.16803834
6,1,Cristian de la Fuente,0.07970149,0.005593991,0.072907954,0.08958037,0.20918576
6,2,Cristian de la Fuente,0.090357095,0.0063517424,0.08002849,0.09809003,0.19989067
6,3,Cristian de la Fuente,0.12001932,0.017924426,0.105556905,0.14866623,0.3591866
6,4,Cristian de la Fuente,0.12914695,0.020936167,0.105048575,0.15395266,0.37867007
6,5,Cristian de la Fuente,0.12207404,0.01096184,0.10386588,0.1317515,0.228432
6,6,Cristian de la Fuente,0.17719853,0.020984566,0.15797567,0.21152768,0.3022147
6,7,Cristian de la Fuente,0.14044231,0.009768304,0.12672321,0.15622786,0.21008371
6,8,Cristian de la Fuente,0.18374667,0.02154433,0.1566882,0.21386963,0.31119713
6,9,Cristian de la Fuente,0.28502163,0.037898466,0.23933728,0.34715068,0.37826392
6,10,Cristian de la Fuente,0.25317484,0.02411955,0.22645736,0.29251862,0.26093137
6,1,Steve Guttenberg,0.07682364,0.012993109,0.0628587,0.09637375,0.43625963
6,2,Steve Guttenberg,0.05606726,0.013671509,0.042825103,0.07679079,0.6058025
6,3,Steve Guttenberg,0.09667576,0.00878249,0.08637389,0.11174377,0.26242238
6,1,Priscilla Presley,0.10471354,0.006740503,0.09617496,0.1152134,0.18181449
6,2,Priscilla Presley,0.10107065,0.011327921,0.08652479,0.11572302,0.2888893
6,3,Priscilla Presley,0.09051795,0.0051047103,0.082444705,0.09692976,0.16002409
6,4,Priscilla Presley,0.1355132,0.016553251,0.11792975,0.15546535,0.2769885
6,5,Priscilla Presley,0.1036588,0.009139643,0.09241136,0.11636821,0.23111255
6,1,Marlee Matlin,0.08295935,0.007998804,0.0713139,0.09220514,0.25182498
6,2,Marlee Matlin,0.07170595,0.011406714,0.055963404,0.082921326,0.37595096
6,3,Marlee Matlin,0.10266384,0.009068559,0.091915086,0.117589936,0.2500866
6,4,Marlee Matlin,0.08173226,0.0047656856,0.07775035,0.090952754,0.16153239
6,5,Marlee Matlin,0.14832196,0.006244755,0.13876651,0.154551,0.106420435
6,6,Marlee Matlin,0.14169168,0.0061891545,0.13341677,0.15183839,0.130012
6,1,Shannon Elizabeth,0.07508972,0.0063880733,0.06551214,0.08378947,0.24340647
6,2,Shannon Elizabeth,0.06122697,0.010189695,0.051518694,0.07876631,0.44502634
6,3,Shannon Elizabeth,0.07524317,0.01293582,0.057344593,0.090421654,0.4396022
6,4,Shannon Elizabeth,0.13175787,0.018611116,0.10158504,0.15409327,0.39852062
6,5,Shannon Elizabeth,0.108316675,0.007028327,0.09712184,0.11853083,0.19765183
6,6,Shannon Elizabeth,0.15310842,0.0097200945,0.14186963,0.16612321,0.15840787
6,7,Shannon Elizabeth,0.17220704,0.014384759,0.15953432,0.19627008,0.2133232
